PartijNummer,Partijen,Avelgem,Spiere-Helkijn,Totalen
30,R.O.S.S.E.M.,27,27
33,ROEL,25,25
34,GENOEG,42,42
35,Piratenpartij,97,97
,Totalen10665,10665
,23104 - Kanton Lennik
,
PartijNummer,Partijen,Bever,Galmaarden,Gooik,Herne,Lennik,Roosdaal,Totalen
2,Groen,128,369,282,331,381,494,1985,
3,Vlaams Belang,50,328,312,179,453,453,1775,
7,OpenVld,344,948,962,868,1441,1117,5680,
11,U F,74,18,24,67,63,20,266,
12,sp.a,156,540,334,434,372,620,2456,
13,N-VA,314,2110,1988,1231,2163,3170,10976,
15,CD&V,328,1419,2525,1314,1196,1663,8445,
17,PVDA+,22,71,54,41,51,66,305,
29,VCP,3,14,13,30,6,9,75,
30,R.O.S.S.E.M.,1,8,9,6,4,6,34,
33,ROEL,1,2,3,0,5,5,16,
34,GENOEG,6,5,3,7,9,9,39,
35,Piratenpartij,14,41,33,42,35,42,207,
,Totalen1441,5873,6542,4550,6179,7674,32259,
,24062 - Kanton Leuven
,
PartijNummer,Partijen,Bertem,Bierbeek,Herent,Huldenberg,Kortenberg,Leuven,Oud-Heverlee,Tervuren,Totalen
2,Groen,621,766,2071,638,1241,11400,1064,1182,18983,
3,Vlaams Belang,211,162,478,180,538,1739,203,257,3768,
7,OpenVld,1389,1088,1964,1739,2284,7341,1251,2438,19494,
11,U F,21,11,26,132,272,57,14,1256,1789,
12,sp.a,755,813,1710,528,1112,10223,838,846,16825,
13,N-VA,1938,1992,4477,1758,3894,14363,2418,2901,33741,
15,CD&V,1178,1465,2657,997,2416,10395,1547,1735,22390,
17,PVDA+,104,110,320,95,227,2169,136,173,3334,
29,VCP,14,21,43,5,19,103,15,14,234,
30,R.O.S.S.E.M.,4,12,29,9,18,73,11,14,170,
33,ROEL,7,6,14,2,20,53,4,7,113,
34,GENOEG,9,18,36,15,25,101,11,17,232,
35,Piratenpartij,53,65,96,42,94,588,58,103,1099,
,Totalen6304,6529,13921,6140,12160,58605,7570,10943,122172,
,23050 - Kanton Meise
,
PartijNummer,Partijen,Grimbergen,Kapelle-op-den-Bos,Londerzeel,Meise,Totalen
2,Groen,2228,511,894,970,4603,
3,Vlaams Belang,1606,365,726,488,3185,
7,OpenVld,4554,803,1996,3070,10423,
11,U F,1499,20,29,558,2106,
12,sp.a,2293,1085,1233,1095,5706,
13,N-VA,5873,2570,4940,4109,17492,
15,CD&V,3104,1142,2575,1851,8672,
17,PVDA+,355,88,118,126,687,
29,VCP,18,11,19,10,58,
30,R.O.S.S.E.M.,38,10,29,22,99,
33,ROEL,17,3,10,7,37,
34,GENOEG,47,8,11,17,83,
35,Piratenpartij,197,43,102,116,458,
,Totalen21829,6659,12682,12439,53609,
,23101 - Kanton Sint-Genesius-Rode
,
PartijNummer,Partijen,Drogenbos,Kraainem,Linkebeek,Sint-Genesius-Rode,Wemmel,Wezembeek-Oppem,Totalen
2,Groen,246,547,331,789,835,685,3433,
3,Vlaams Belang,49,58,35,154,235,88,619,
7,OpenVld,225,923,221,1344,1774,1047,5534,
11,U F,1066,2949,1520,4006,2244,3058,14843,
12,sp.a,218,306,126,527,733,363,2273,
13,N-VA,201,453,204,1502,1567,676,4603,
15,CD&V,230,520,172,976,920,604,3422,
17,PVDA+,38,27,20,62,113,47,307,
29,VCP,3,3,3,20,18,4,51,
30,R.O.S.S.E.M.,3,8,0,10,10,4,35,
33,ROEL,3,2,2,9,11,2,29,
34,GENOEG,5,3,7,15,22,7,59,
35,Piratenpartij,41,43,30,99,105,78,396,
,Totalen2328,5842,2671,9513,8587,6663,35604,
,24107 - Kanton Tienen
,
PartijNummer,Partijen,Boutersem,Hoegaarden,Tienen,Totalen
2,Groen,580,502,1816,2898
3,Vlaams Belang,197,155,1349,1701
7,OpenVld,869,921,4064,5854
11,U F,9,27,61,97
12,sp.a,1032,659,4433,6124
13,N-VA,1569,1253,6161,8983
15,CD&V,918,894,3300,5112
17,PVDA+,123,92,477,692
29,VCP,8,2,54,64
30,R.O.S.S.E.M.,9,20,85,114
33,ROEL,2,7,48,57
34,GENOEG,4,8,64,76
35,Piratenpartij,31,40,133,204
,Totalen5351,4580,22045,31976
,23088 - Kanton Vilvoorde
,
PartijNummer,Partijen,Kampenhout,Machelen,Vilvoorde,Zemst,Totalen
2,Groen,612,680,1884,1352,4528,
3,Vlaams Belang,353,344,1118,867,2682,
7,OpenVld,2028,1287,4160,2298,9773,
11,U F,56,370,1669,61,2156,
12,sp.a,559,1754,4791,1597,8701,
13,N-VA,2529,1877,4959,5908,15273,
15,CD&V,1311,1101,2422,2705,7539,
17,PVDA+,93,171,580,248,1092,
29,VCP,6,7,27,14,54,
30,R.O.S.S.E.M.,21,14,49,27,111,
33,ROEL,3,14,23,15,55,
34,GENOEG,17,22,54,24,117,
35,Piratenpartij,51,65,212,125,453,
,Totalen7639,7706,21948,15241,52534,
,23094 - Kanton Zaventem
,
PartijNummer,Partijen,Hoeilaart,Overijse,Steenokkerzeel,Zaventem,Totalen
2,Groen,631,1146,514,1466,3757,
3,Vlaams Belang,122,372,411,500,1405,
7,OpenVld,2024,3759,1535,3647,10965,
11,U F,541,1826,149,2456,4972,
12,sp.a,373,800,750,1738,3661,
13,N-VA,1290,3491,2976,3875,11632,
15,CD&V,798,1680,1022,2180,5680,
17,PVDA+,97,126,89,284,596,
29,VCP,13,20,8,18,59,
30,R.O.S.S.E.M.,8,15,15,25,63,
33,ROEL,1,5,6,15,27,
34,GENOEG,10,24,9,41,84,
35,Piratenpartij,64,117,63,162,406,
,Totalen5972,13381,7547,16407,43307,
,24130 - Kanton Zoutleeuw
,
PartijNummer,Partijen,Geetbets,Linter,Zoutleeuw,Totalen
2,Groen,156,286,257,699
3,Vlaams Belang,217,253,298,768
7,OpenVld,904,871,1119,2894
11,U F,0,3,3,6
12,sp.a,692,667,914,2273
13,N-VA,1257,1488,1838,4583
15,CD&V,786,1348,1215,3349
17,PVDA+,63,72,90,225
29,VCP,5,3,8,16
30,R.O.S.S.E.M.,13,13,22,48
33,ROEL,5,10,10,25
34,GENOEG,12,16,13,41
35,Piratenpartij,21,25,28,74
,Totalen4131,5055,5815,15001
